省份,城市,河流,流域,断面名称,监测时间,水质类别,水温,pH,pH类别,溶解氧,溶解氧类别,高锰酸钾,高锰酸钾类别,氨氮,氨氮类别,总磷,总氮,电导率,浊度,叶绿素,藻密度,站点情况
辽宁省,葫芦岛市,六股河,辽河流域,孤家子,2022-06-01 08:00:00,Ⅱ,21.3,8.297,-,7.909,-,2.88,-,0.053,-,0.037,5.155,496.595,12.114,,,正常
辽宁省,鞍山市,太子河,辽河流域,小姐庙,2022-06-01 08:00:00,Ⅱ,20.8188,7.9562,-,9.3877,-,2.51,-,0.211,-,0.053,3.8513,515.7581,24.3089,,,正常
辽宁省,葫芦岛市,六股河,辽河流域,小渔场,2022-06-01 08:00:00,Ⅱ,19.74,7.95,-,7.724,-,2.12,-,0.042,-,0.041,6.545,554.437,8.549,,,正常
辽宁省,锦州市,大凌河,辽河流域,张家堡,2022-06-01 08:00:00,Ⅱ,19.54,8.117,-,7.335,-,2.919,-,0.025,-,0.05,4.848,710.7,27.096,,,正常
辽宁省,抚顺市,浑河,辽河流域,戈布桥,2022-06-01 08:00:00,Ⅱ,19.63,8.92,-,11.1,-,2.934,-,0.025,-,0.026,2.235,351.58,4.17,,,正常
辽宁省,朝阳市,老虎山河,辽河流域,李家湾大桥,2022-06-01 08:00:00,Ⅱ,14.74,7.7515,-,9.3171,-,0.7113,-,0.0386,-,0.0349,2.9261,537.503,4.4424,,,正常
辽宁省,铁岭市,寇河,辽河流域,松树水文站,2022-06-01 08:00:00,Ⅲ,19.87,8.085,-,8.67,-,4.281,-,0.239,-,0.103,3.23,397.35,22.75,,,正常
辽宁省,铁岭市,柴河,辽河流域,柴河水库入库口,2022-06-01 08:00:00,Ⅲ,21.71,8.167,-,11.418,-,4.56,-,0.025,-,0.073,2.165,375,30.1,,,正常
辽宁省,辽阳市,北沙河,辽河流域,河洪桥,2022-06-01 08:00:00,Ⅲ,20.24,7.43068,-,6.667,-,3.958,-,0.8143,-,0.1903,4.175,562.2,20.8799,,,正常
辽宁省,铁岭市,清河,辽河流域,清河水库入库口,2022-06-01 08:00:00,Ⅲ,16.31,7.347,-,7.29,-,2.407,-,0.025,-,0.107,1.956,343.19,13.58,,,正常
辽宁省,铁岭市,清河,辽河流域,清辽,2022-06-01 08:00:00,Ⅱ,14.609,7.975,-,10.16,-,2.97,-,0.025,-,0.044,2.579,313.1,16.2,,,正常
辽宁省,丹东市,爱河,辽河流域,爱河大桥,2022-06-01 08:00:00,-3,18.7,7.522,-,8.034,-,1.708,-,,-,0.005,7.79,227.2,6.17,,,维护
辽宁省,鞍山市,海城河,辽河流域,牛庄,2022-06-01 08:00:00,Ⅴ,20.8,7.70047,-,2.845,-,4.994,-,0.3286,-,0.1422,3.058,762.587,38.9872,,,正常
辽宁省,朝阳市,牤牛河,辽河流域,牤牛河大桥,2022-06-01 08:00:00,Ⅱ,14.95,8.02,-,10.444,-,1.41,-,0.025,-,0.0703,8.547,663.811,104.981,,,正常
辽宁省,锦州市,大凌河,辽河流域,王家沟,2022-06-01 08:00:00,Ⅳ,15.76,8.123,-,8.576,-,7.16,-,0.173,-,0.236,4.643,646.6,12.61,,,正常
辽宁省,葫芦岛市,大凌河,辽河流域,王家窝棚,2022-06-01 08:00:00,Ⅱ,16.48,7.471,-,6.46,-,2.85,-,0.025,-,0.053,4.444,683,4.2,,,正常
辽宁省,铁岭市,辽河,辽河流域,珠尔山,2022-06-01 08:00:00,Ⅲ,19.86,8.28,-,6.49,-,4.77,-,0.025,-,0.137,2.095,466.3,94.09,,,正常
辽宁省,大连市,登沙河,辽河流域,登化,2022-06-01 08:00:00,Ⅳ,23.2998,7.48949,-,8.71529,-,8.277,-,0.058,-,0.1889,1.36,617.582,16.1347,,,正常
辽宁省,盘锦市,辽河,辽河流域,盘锦兴安(兴安),2022-06-01 08:00:00,Ⅳ,20.14,8.116,-,5.47,-,6.194,-,0.055,-,0.15,1.883,359,78.09,,,正常
辽宁省,沈阳市,浑河,辽河流域,砂山,2022-06-01 08:00:00,Ⅱ,22.01,8.177,-,11.429,-,3.736,-,0.025,-,0.045,3.651,430.601,5.907,,,正常
辽宁省,朝阳市,大凌河,辽河流域,章吉营,2022-06-01 08:00:00,Ⅲ,19.06,7.68,-,6.24,-,3.81,-,0.234,-,0.1611,7.193,833.9,63,,,正常
辽宁省,葫芦岛市,兴城河,辽河流域,红石碑入海前,2022-06-01 08:00:00,劣Ⅴ,23.22,9.181,-,13.5,-,5.48,-,0.069,-,0.079,2.706,753.723,20.756,,,正常
辽宁省,盘锦市,绕阳河,辽河流域,胜利塘,2022-06-01 08:00:00,Ⅳ,22.36,7.82,-,6.205,-,8.052,-,0.097,-,0.117,1.698,1299.66,34.83,,,正常
辽宁省,大连市,英那河,辽河流域,英那河入海口,2022-06-01 08:00:00,Ⅱ,21.23,7.54887,-,7.64239,-,3.7144,-,0.05697,-,0.07143,1.08586,253.9747,33.2762,,,正常
辽宁省,营口市,碧流河,辽河流域,茧场,2022-06-01 08:00:00,Ⅱ,22.92,8.31122,-,9.46999,-,1.68562,-,0.07454,-,0.03256,3.72651,280.7422,44.01598,,,正常
辽宁省,辽阳市,太子河,辽河流域,葠窝坝下,2022-06-01 08:00:00,Ⅱ,22.266,8.086,-,11.97,-,2.01,-,0.072,-,0.029,3.447,350,7.6,,,正常
辽宁省,丹东市,蒲石河,辽河流域,蒲石河大桥,2022-06-01 08:00:00,-3,18.783,7.972,-,9.397,-,1.025,-,,-,,2.095,261.05,2.805,,,维护
辽宁省,营口市,大辽河,辽河流域,辽河公园,2022-06-01 08:00:00,Ⅳ,21.27,7.29,-,6.927,-,9.385,-,1.0955,-,0.2515,3.806,7099.926,220.04,,,正常
辽宁省,铁岭市,招苏台河,辽河流域,通江口,2022-06-01 08:00:00,Ⅳ,20.07,7.954,-,7.83,-,6.644,-,0.154,-,0.173,4.42,794.83,38.75,,,正常
辽宁省,沈阳市,辽河,辽河流域,马虎山,2022-06-01 08:00:00,Ⅳ,20.37,8.565,-,9.1,-,6.711,-,0.025,-,0.09754,1.825,380.5,47.7,,,正常
辽宁省,锦州市,西细河,辽河流域,高台子,2022-06-01 08:00:00,Ⅳ,13.36,7.393,-,3.975,-,3.512,-,0.025,-,0.1052,6.871,1111.87,18.954,,,正常
辽宁省,大连市,大沙河,辽河流域,麦家,2022-06-01 08:00:00,Ⅲ,21.4795,7.65988,-,5.25892,-,4.325,-,0.1363,-,0.0792,1.299,372.974,15.9301,,,正常
辽宁省,盘锦市,小柳河,辽河流域,丁家柳河桥,2022-06-01 12:00:00,Ⅳ,23.91,7.779,-,3.938,-,5.29,-,0.389,-,0.189,1.174,418.109,47.275,,,正常
辽宁省,大连市,英那河,辽河流域,万泰,2022-06-01 12:00:00,Ⅰ,21.55,8.15477,-,9.60896,-,1.20111,-,0.03613,-,0.00727,1.96182,119.561,1.53258,,,正常
辽宁省,大连市,复州河,辽河流域,三台子,2022-06-01 12:00:00,Ⅳ,22.91018,8.25839,-,4.83642,-,3.46963,-,0.13267,-,0.07977,3.71461,535.7194,11.69464,,,正常
辽宁省,铁岭市,辽河,辽河流域,三合屯,2022-06-01 12:00:00,Ⅲ,21.55,8.32,-,9.08,-,5.321,-,0.025,-,0.065,2.319,663.8,49.5,,,正常
辽宁省,辽阳市,太子河,辽河流域,下王家,2022-06-01 12:00:00,Ⅲ,19.5113,7.61878,-,7.447,-,1.662,-,0.7522,-,0.0258,4.006,437.51,7.26035,,,正常
辽宁省,辽阳市,下达河,辽河流域,下达河入汤河水库口,2022-06-01 12:00:00,Ⅰ,23.44,8.5608,-,24.833,-,1.982,-,0.0251,-,0.0182,3.247,416.308,8.878,,,正常
辽宁省,铁岭市,柴河,辽河流域,东大桥,2022-06-01 12:00:00,Ⅱ,20.63,8.861,-,16.42,-,3.57,-,0.041,-,0.014,2.707,308.96,36.05,,,正常
辽宁省,沈阳市,浑河,辽河流域,东陵大桥,2022-06-01 12:00:00,Ⅱ,20.8854,8.0541,-,9.4467,-,2.782,-,0.062,-,0.0792,2.7496,467.425,6.2551,,,正常
辽宁省,沈阳市,细河,辽河流域,于台,2022-06-01 12:00:00,Ⅲ,20.11,8.172,-,8.757,-,3.899,-,0.09,-,0.115,6.491,683.722,1.63,,,正常
辽宁省,沈阳市,浑河,辽河流域,于家房,2022-06-01 12:00:00,Ⅳ,14.055,7.772,-,12.61,-,6.72,-,0.201,-,0.146,2.108,774.5,42.2,,,正常
辽宁省,铁岭市,亮子河,辽河流域,亮子河入河口,2022-06-01 12:00:00,Ⅳ,24.67,8.199,-,6.37,-,8.956,-,0.2329,-,0.281,3.027,648.209,128.33,,,正常
辽宁省,锦州市,小凌河,辽河流域,何家信子,2022-06-01 12:00:00,Ⅱ,21.36,8.638,-,22.81,-,3.44,-,0.025,-,0.0201,2.103,509.8,5.66,,,正常
辽宁省,沈阳市,蒲河,辽河流域,兴国桥,2022-06-01 12:00:00,Ⅱ,26.12,7.985,-,24.434,-,2.417,-,0.069,-,0.0348,1.222,676.838,2.168,,,正常
辽宁省,本溪市,太子河,辽河流域,兴安,2022-06-01 12:00:00,Ⅱ,15.66,8.147,-,10.093,-,2.034,-,0.025,-,0.0368,2.64,292.4,9.8,,,正常
辽宁省,本溪市,浑江,辽河流域,凤鸣电站,2022-06-01 12:00:00,Ⅱ,13.27,7.4147,-,9.983,-,2.814,-,0.0598,-,0.0148,2.699,253.36,5.507,,,正常
辽宁省,鞍山市,太子河,辽河流域,刘家台,2022-06-01 12:00:00,Ⅱ,21.08,8.055,-,10.348,-,2.684,-,0.1919,-,0.077,4.076,478.891,28.291,,,正常
辽宁省,抚顺市,太子河北支,辽河流域,北太子河入观音阁水库口,2022-06-01 12:00:00,劣Ⅴ,21.52,9.43,-,12.44,-,1.743,-,0.025,-,0.0295,2.29,202.01,3.65,,,正常
辽宁省,抚顺市,浑河清原段,辽河流域,北杂木,2022-06-01 12:00:00,Ⅱ,20.87,8.33,-,8.7,-,2.02,-,0.0313,-,0.0296,1.643,258.26,10.64,,,正常
辽宁省,本溪市,太子河南支,辽河流域,南太子河入库口,2022-06-01 12:00:00,Ⅰ,21.06,8.25,-,10.747,-,0.432,-,0.025,-,0.005,2.864,118.7,3.12,,,正常
辽宁省,抚顺市,社河,辽河流域,台沟,2022-06-01 12:00:00,Ⅱ,22.21,8.35,-,9.76,-,2.3834,-,0.0412,-,0.0215,2.395,242.87,12.19,,,正常
辽宁省,大连市,碧流河,辽河流域,城子坦,2022-06-01 12:00:00,Ⅱ,22.66193,8.31483,-,8.53251,-,1.84648,-,0.03153,-,0.03158,0.69872,291.227,5.92861,,,正常
辽宁省,大连市,复州河,辽河流域,复州湾大桥,2022-06-01 12:00:00,Ⅱ,23.6287,8.5447,-,10.7576,-,3.694,-,0.0516,-,0.0626,5.568,476.851,8.08204,,,正常
辽宁省,抚顺市,浑河,辽河流域,大伙房水库,2022-06-01 12:00:00,Ⅰ,16.201,7.87,-,8.837,-,1.754,-,0.025,-,0.0131,2.654,241.036,9.137,0.00987,,正常
辽宁省,朝阳市,大凌河西支,辽河流域,大凌河西支入河口,2022-06-01 12:00:00,Ⅲ,21.05,8.61,-,12.14,-,3.55,-,0.025,-,0.135,15.868,972.11,7.633,,,正常
辽宁省,营口市,大清河,辽河流域,大清河口,2022-06-01 12:00:00,Ⅲ,22.5,8.489,-,12.373,-,4.283,-,0.065,-,0.075,4.232,410.46,18.009,,,正常
辽宁省,锦州市,女儿河,辽河流域,女儿河入河口,2022-06-01 12:00:00,Ⅲ,22.62,8.378,-,22.46,-,5.53,-,0.025,-,0.0578,7.517,781.82,20.47,,,正常
辽宁省,葫芦岛市,六股河,辽河流域,孤家子,2022-06-01 12:00:00,Ⅱ,23,8.697,-,12.933,-,2.78,-,0.044,-,0.038,5.109,498.27,9.276,,,正常
辽宁省,鞍山市,太子河,辽河流域,小姐庙,2022-06-01 12:00:00,Ⅱ,21.6548,8.1885,-,10.7509,-,2.5,-,0.169,-,0.044,3.724,506.1982,15.1474,,,正常
辽宁省,葫芦岛市,六股河,辽河流域,小渔场,2022-06-01 12:00:00,Ⅱ,20.2,8.089,-,8.11,-,1.74,-,0.044,-,0.042,6.441,609.361,9.966,,,正常
辽宁省,锦州市,大凌河,辽河流域,张家堡,2022-06-01 12:00:00,Ⅱ,19.84,8.155,-,8.374,-,2.865,-,0.025,-,0.049,4.524,706.67,24.797,,,正常
辽宁省,抚顺市,浑河,辽河流域,戈布桥,2022-06-01 12:00:00,Ⅱ,20.07,8.98,-,10.93,-,2.692,-,0.025,-,0.0269,2.243,353.79,5.05,,,正常
辽宁省,朝阳市,老虎山河,辽河流域,李家湾大桥,2022-06-01 12:00:00,Ⅱ,17.37,7.934,-,10.5556,-,0.7106,-,0.0352,-,0.0356,2.8583,538.003,5.145,,,正常
辽宁省,铁岭市,寇河,辽河流域,松树水文站,2022-06-01 12:00:00,Ⅲ,20.36,8.143,-,8.56,-,4.291,-,0.212,-,0.1,3.053,391.58,21.2,,,正常
辽宁省,铁岭市,柴河,辽河流域,柴河水库入库口,2022-06-01 12:00:00,Ⅳ,23.28,8.557,-,24.623,-,6.22,-,0.025,-,0.092,2.038,353.2,30.8,,,正常
辽宁省,辽阳市,北沙河,辽河流域,河洪桥,2022-06-01 12:00:00,劣Ⅴ,21.89,7.69074,-,8.334,-,4.134,-,0.5735,-,0.4003,3.7,584.3,21.2333,,,正常
辽宁省,铁岭市,清河,辽河流域,清河水库入库口,2022-06-01 12:00:00,Ⅲ,20.62,7.762,-,11.86,-,2.522,-,0.04,-,0.126,1.963,348.71,21.69,,,正常
辽宁省,铁岭市,清河,辽河流域,清辽,2022-06-01 12:00:00,劣Ⅴ,14.902,7.992,-,10.13,-,2.95,-,0.031,-,0.557,2.355,307.7,15.7,,,正常
辽宁省,丹东市,爱河,辽河流域,爱河大桥,2022-06-01 12:00:00,-3,20.51,8.081,-,10.583,-,1.708,-,,-,0.005,7.79,223.8,9.2,,,维护
辽宁省,鞍山市,海城河,辽河流域,牛庄,2022-06-01 12:00:00,Ⅲ,23.35,7.97504,-,9.68,-,5.619,-,0.1297,-,0.1434,2.988,746.878,30.4785,,,正常
辽宁省,朝阳市,牤牛河,辽河流域,牤牛河大桥,2022-06-01 12:00:00,Ⅱ,20.86,8.07,-,10.709,-,1.04,-,0.025,-,0.0492,8.502,665.627,53.832,,,正常
辽宁省,锦州市,大凌河,辽河流域,王家沟,2022-06-01 12:00:00,Ⅱ,17.76,8.27,-,9.807,-,2.44,-,0.025,-,0.023,4.608,642.41,10.98,,,正常
辽宁省,葫芦岛市,大凌河,辽河流域,王家窝棚,2022-06-01 12:00:00,Ⅱ,21.05,8.346,-,13.24,-,2.698,-,0.025,-,0.054,4.51,669.2,6.8,,,正常
辽宁省,铁岭市,辽河,辽河流域,珠尔山,2022-06-01 12:00:00,Ⅲ,21.54,8.57,-,7.82,-,5.19,-,0.029,-,0.135,2.081,463.2,88.94,,,正常
辽宁省,大连市,登沙河,辽河流域,登化,2022-06-01 12:00:00,Ⅳ,24.8289,8.02444,-,11.6225,-,7.852,-,0.0614,-,0.1936,1.493,627.609,14.0534,,,正常
辽宁省,盘锦市,辽河,辽河流域,盘锦兴安(兴安),2022-06-01 12:00:00,Ⅳ,21.68,8.255,-,7.05,-,6.194,-,0.055,-,0.15,1.883,361.1,64.81,,,正常
辽宁省,沈阳市,浑河,辽河流域,砂山,2022-06-01 12:00:00,Ⅱ,22.85,8.452,-,11.742,-,3.985,-,0.025,-,0.051,3.639,424.954,5.901,,,正常
辽宁省,朝阳市,大凌河,辽河流域,章吉营,2022-06-01 12:00:00,Ⅲ,21.73,8.19,-,9.83,-,3.5717,-,0.1431,-,0.1576,7.029,824.6,47.7,,,正常
辽宁省,葫芦岛市,兴城河,辽河流域,红石碑入海前,2022-06-01 12:00:00,劣Ⅴ,25.39,9.484,-,18.9,-,4.77,-,0.075,-,0.064,2.534,756.563,17.844,,,正常
辽宁省,盘锦市,绕阳河,辽河流域,胜利塘,2022-06-01 12:00:00,Ⅳ,22.84,7.798,-,6.311,-,8.052,-,0.097,-,0.117,1.698,1338.71,35.61,,,正常
辽宁省,大连市,英那河,辽河流域,英那河入海口,2022-06-01 12:00:00,Ⅱ,21.92,7.79145,-,9.2778,-,3.72488,-,0.04622,-,0.06881,0.98076,242.7072,29.22617,,,正常
辽宁省,营口市,碧流河,辽河流域,茧场,2022-06-01 12:00:00,Ⅱ,25.33,8.59499,-,9.85034,-,1.60535,-,0.06762,-,0.03286,3.72407,285.7863,38.95256,,,正常
辽宁省,辽阳市,太子河,辽河流域,葠窝坝下,2022-06-01 12:00:00,Ⅱ,22.372,8.139,-,12.23,-,2.0194,-,0.0701,-,0.031,3.44,349.3,8.2,,,正常
辽宁省,丹东市,蒲石河,辽河流域,蒲石河大桥,2022-06-01 12:00:00,-3,19.455,8.308,-,10.48,-,1.025,-,,-,,2.026,260.56,2.311,,,维护
辽宁省,营口市,大辽河,辽河流域,辽河公园,2022-06-01 12:00:00,Ⅳ,21.63,7.43,-,7.051,-,8.317,-,0.8859,-,0.2242,4.931,1411.311,305.25,,,正常
辽宁省,铁岭市,招苏台河,辽河流域,通江口,2022-06-01 12:00:00,Ⅳ,21.53,8.25,-,11.52,-,8.12,-,0.045,-,0.176,3.997,767.46,42.86,,,正常
辽宁省,沈阳市,辽河,辽河流域,马虎山,2022-06-01 12:00:00,Ⅳ,21.58,8.847,-,11.58,-,8.199,-,0.066,-,0.11192,1.871,380.5,49.2,,,正常
辽宁省,锦州市,西细河,辽河流域,高台子,2022-06-01 12:00:00,Ⅳ,13.45,7.385,-,3.657,-,3.183,-,0.025,-,0.1045,6.904,1077.69,17.556,,,正常
辽宁省,大连市,大沙河,辽河流域,麦家,2022-06-01 12:00:00,Ⅲ,24.1874,7.97085,-,7.13472,-,4.218,-,0.1236,-,0.0795,1.178,373.088,16.1768,,,正常
辽宁省,盘锦市,小柳河,辽河流域,丁家柳河桥,2022-06-01 16:00:00,Ⅳ,24.99,7.83,-,4.74,-,6,-,0.41,-,0.199,1.123,432.41,53.896,,,正常
辽宁省,大连市,英那河,辽河流域,万泰,2022-06-01 16:00:00,Ⅰ,21.82,8.25746,-,9.77576,-,1.27078,-,0.03652,-,0.00814,1.9665,119.272,2.54363,,,正常
辽宁省,大连市,复州河,辽河流域,三台子,2022-06-01 16:00:00,Ⅲ,22.4846,8.06866,-,5.39756,-,3.70842,-,0.1979,-,0.07902,3.98103,526.8912,10.81765,,,正常
辽宁省,铁岭市,辽河,辽河流域,三合屯,2022-06-01 16:00:00,Ⅲ,21.036,8.35,-,8.7,-,5.4737,-,0.025,-,0.068,2.203,668.4,48.2,,,正常
辽宁省,辽阳市,太子河,辽河流域,下王家,2022-06-01 16:00:00,Ⅱ,19.7143,7.67496,-,7.922,-,1.554,-,0.4732,-,0.0236,3.926,433.768,6.31283,,,正常
辽宁省,辽阳市,下达河,辽河流域,下达河入汤河水库口,2022-06-01 16:00:00,Ⅱ,24.05,8.5563,-,19.481,-,2.122,-,0.0266,-,0.0188,3.214,407.361,9.89,,,正常
辽宁省,铁岭市,柴河,辽河流域,东大桥,2022-06-01 16:00:00,Ⅲ,18.31,8.642,-,12.75,-,4.42,-,0.048,-,0.014,2.651,319.38,32.68,,,正常
辽宁省,沈阳市,浑河,辽河流域,东陵大桥,2022-06-01 16:00:00,Ⅱ,20.8729,7.9246,-,8.5793,-,2.7495,-,0.069,-,0.0731,2.724,476.471,6.476,,,正常
辽宁省,沈阳市,细河,辽河流域,于台,2022-06-01 16:00:00,Ⅲ,21.53,8.14,-,9.583,-,3.875,-,0.071,-,0.104,5.851,685.092,1.508,,,正常
辽宁省,沈阳市,浑河,辽河流域,于家房,2022-06-01 16:00:00,Ⅳ,14.073,7.767,-,12.12,-,6.53,-,0.144,-,0.135,2.425,740.1,43.9,,,正常
辽宁省,铁岭市,亮子河,辽河流域,亮子河入河口,2022-06-01 16:00:00,Ⅳ,24.55,8.233,-,6.4,-,8.364,-,0.1311,-,0.228,2.919,666.987,144.88,,,正常
辽宁省,锦州市,小凌河,辽河流域,何家信子,2022-06-01 16:00:00,Ⅱ,22.33,8.629,-,22.74,-,3.44,-,0.025,-,0.0198,2.064,511.6,4.94,,,正常
辽宁省,沈阳市,蒲河,辽河流域,兴国桥,2022-06-01 16:00:00,Ⅱ,27.08,7.802,-,13.936,-,3.962,-,0.121,-,0.0545,0.979,601.065,6.138,,,正常
辽宁省,本溪市,太子河,辽河流域,兴安,2022-06-01 16:00:00,Ⅱ,15.61,8.271,-,9.853,-,2.206,-,0.025,-,0.0383,2.621,279.8,11.9,,,正常
辽宁省,本溪市,浑江,辽河流域,凤鸣电站,2022-06-01 16:00:00,Ⅱ,13.76,7.7243,-,11.065,-,2.394,-,0.025,-,0.0119,2.368,245.06,3.993,,,正常
辽宁省,鞍山市,太子河,辽河流域,刘家台,2022-06-01 16:00:00,Ⅱ,21.49,8.17,-,11.076,-,2.91,-,0.187,-,0.0809,3.9,475.498,38.185,,,正常
辽宁省,抚顺市,太子河北支,辽河流域,北太子河入观音阁水库口,2022-06-01 16:00:00,劣Ⅴ,22.16,9.41,-,12.32,-,1.472,-,0.025,-,0.0301,2.28,201.74,3.65,,,正常
辽宁省,抚顺市,浑河清原段,辽河流域,北杂木,2022-06-01 16:00:00,Ⅱ,20.46,8.5,-,6.45,-,2.522,-,0.0422,-,0.0325,1.669,266.26,10.41,,,正常
辽宁省,本溪市,太子河南支,辽河流域,南太子河入库口,2022-06-01 16:00:00,Ⅰ,23.11,8.28,-,10.151,-,0.48,-,0.025,-,0.005,2.76,101.9,3.58,,,正常
辽宁省,抚顺市,社河,辽河流域,台沟,2022-06-01 16:00:00,Ⅱ,20.91,8.35,-,8.93,-,2.818,-,0.0348,-,0.0173,2.4347,241.1,7.3,,,正常
辽宁省,大连市,碧流河,辽河流域,城子坦,2022-06-01 16:00:00,Ⅱ,23.78749,8.48697,-,8.90957,-,1.71648,-,0.03372,-,0.02952,0.69102,290.708,12.09736,,,正常
辽宁省,大连市,复州河,辽河流域,复州湾大桥,2022-06-01 16:00:00,Ⅱ,24.197,8.48298,-,10.763,-,3.658,-,0.0511,-,0.0613,5.461,476.104,8.1837,,,正常
辽宁省,抚顺市,浑河,辽河流域,大伙房水库,2022-06-01 16:00:00,Ⅰ,14.412,7.566,-,8.882,-,1.5,-,0.025,-,0.0121,2.677,241.873,2.721,0.0064,,正常
辽宁省,朝阳市,大凌河西支,辽河流域,大凌河西支入河口,2022-06-01 16:00:00,Ⅲ,23.38,8.423,-,12.63,-,3.55,-,0.025,-,0.134,25.418,957.83,10.891,,,正常
辽宁省,营口市,大清河,辽河流域,大清河口,2022-06-01 16:00:00,Ⅱ,22.85,8.574,-,13.567,-,3.218,-,0.0831,-,0.0736,3.801,412.66,17.439,,,正常
辽宁省,锦州市,女儿河,辽河流域,女儿河入河口,2022-06-01 16:00:00,Ⅲ,22.38,8.587,-,25.53,-,5.77,-,0.025,-,0.064,7.464,801.03,15.39,,,正常
辽宁省,葫芦岛市,六股河,辽河流域,孤家子,2022-06-01 16:00:00,Ⅱ,23.6,8.845,-,13.981,-,2.91,-,0.045,-,0.04,5.112,501.067,18.336,,,正常
辽宁省,鞍山市,太子河,辽河流域,小姐庙,2022-06-01 16:00:00,Ⅱ,22.1573,8.3915,-,11.386,-,2.46,-,0.166,-,0.047,3.6079,496.3091,21.2842,,,正常
辽宁省,葫芦岛市,六股河,辽河流域,小渔场,2022-06-01 16:00:00,Ⅱ,20.69,8.093,-,8.587,-,1.81,-,0.039,-,0.051,9.881,657.647,12.293,,,正常
辽宁省,锦州市,大凌河,辽河流域,张家堡,2022-06-01 16:00:00,Ⅱ,20.63,8.27,-,9.554,-,2.846,-,0.025,-,0.049,4.498,704.23,25.101,,,正常
辽宁省,抚顺市,浑河,辽河流域,戈布桥,2022-06-01 16:00:00,Ⅱ,20.39,9,-,10.74,-,2.942,-,0.025,-,0.0267,2.193,360.21,4.77,,,正常
辽宁省,朝阳市,老虎山河,辽河流域,李家湾大桥,2022-06-01 16:00:00,Ⅱ,18.36,7.8577,-,9.6672,-,0.6747,-,0.0286,-,0.0374,2.9142,530.656,6.043,,,正常
辽宁省,铁岭市,寇河,辽河流域,松树水文站,2022-06-01 16:00:00,Ⅲ,20.97,8.164,-,8.18,-,4.351,-,0.154,-,0.097,2.822,383.86,21.78,,,正常
辽宁省,铁岭市,柴河,辽河流域,柴河水库入库口,2022-06-01 16:00:00,Ⅳ,22.61,8.584,-,18.215,-,6.27,-,0.025,-,0.093,2.16,355.6,30.5,,,正常
辽宁省,辽阳市,北沙河,辽河流域,河洪桥,2022-06-01 16:00:00,Ⅲ,22.53,8.03325,-,9.318,-,4.758,-,0.5837,-,0.1939,3.728,595.7,25.9661,,,正常
辽宁省,铁岭市,清河,辽河流域,清河水库入库口,2022-06-01 16:00:00,Ⅲ,20.5,7.982,-,9.72,-,2.907,-,0.064,-,0.136,2.08,344,21.63,,,正常
辽宁省,铁岭市,清河,辽河流域,清辽,2022-06-01 16:00:00,劣Ⅴ,15.04,8.045,-,10.33,-,2.79,-,0.025,-,0.56,2.347,304.7,16.2,,,正常
辽宁省,丹东市,爱河,辽河流域,爱河大桥,2022-06-01 16:00:00,-3,22.06,8.499,-,11.501,-,1.708,-,,-,0.005,7.79,222.4,11.44,,,维护
辽宁省,鞍山市,海城河,辽河流域,牛庄,2022-06-01 16:00:00,Ⅲ,23.29,8.22908,-,11.339,-,5.111,-,0.3298,-,0.1389,3.246,725.556,39.6032,,,正常
辽宁省,朝阳市,牤牛河,辽河流域,牤牛河大桥,2022-06-01 16:00:00,Ⅱ,23.28,8.021,-,9.965,-,1.14,-,0.025,-,0.0502,8.483,661.245,74.094,,,正常
辽宁省,锦州市,大凌河,辽河流域,王家沟,2022-06-01 16:00:00,Ⅱ,19.71,8.437,-,10.768,-,2.25,-,0.025,-,0.02,4.585,635.68,10.11,,,正常
辽宁省,葫芦岛市,大凌河,辽河流域,王家窝棚,2022-06-01 16:00:00,Ⅱ,22.62,8.617,-,13.3,-,2.775,-,0.04,-,0.059,4.609,649.7,5.8,,,正常
辽宁省,铁岭市,辽河,辽河流域,珠尔山,2022-06-01 16:00:00,Ⅲ,21.68,8.77,-,8.74,-,5.05,-,0.041,-,0.125,2.087,463.6,110.08,,,正常
辽宁省,大连市,登沙河,辽河流域,登化,2022-06-01 16:00:00,Ⅳ,25.4893,8.65716,-,14.7099,-,8.506,-,0.0526,-,0.1793,1.432,623.523,12.9571,,,正常
辽宁省,沈阳市,浑河,辽河流域,砂山,2022-06-01 16:00:00,Ⅱ,22.62,8.096,-,11.146,-,3.635,-,0.025,-,0.043,4.31,464.207,8.761,,,正常
辽宁省,朝阳市,大凌河,辽河流域,章吉营,2022-06-01 16:00:00,Ⅲ,23.83,8.64,-,11.41,-,3.7947,-,0.0866,-,0.1538,6.803,808.8,47.5,,,正常
辽宁省,葫芦岛市,兴城河,辽河流域,红石碑入海前,2022-06-01 16:00:00,劣Ⅴ,26.85,9.592,-,20.619,-,4.69,-,0.077,-,0.064,2.428,755.392,21.959,,,正常
辽宁省,盘锦市,绕阳河,辽河流域,胜利塘,2022-06-01 16:00:00,Ⅳ,23.2,7.774,-,5.812,-,8.374,-,0.097,-,0.104,2.307,1502.03,37.26,,,正常
辽宁省,大连市,英那河,辽河流域,英那河入海口,2022-06-01 16:00:00,Ⅱ,24.98,8.277,-,10.72322,-,3.49618,-,0.03293,-,0.05855,0.78732,243.9516,24.88228,,,正常
辽宁省,营口市,碧流河,辽河流域,茧场,2022-06-01 16:00:00,Ⅱ,25.06,8.5812,-,9.48573,-,1.42475,-,0.06477,-,0.02889,3.64324,288.5842,39.24986,,,正常
